,0
0,18895984.0
1,5256272.5
2,4807995.5
3,53672200.0
4,9690185.0
5,4511526.0
6,6671384.0
7,27514208.0
8,8370848.5
9,2931167.5
10,1973451.4
11,2124908.5
12,39443096.0
13,21957544.0
14,14911937.0
15,3050666.2
16,30715406.0
17,33462806.0
18,21021856.0
19,4445055.0
20,1021206.5
21,6307102.0
22,35513090.0
23,11735770.0
24,3560626.5
25,30084256.0
26,6332863.0
27,17767824.0
28,9666739.0
29,15322360.0
30,14385056.0
31,10149486.0
32,26547796.0
33,5129375.5
34,34012876.0
35,31638422.0
36,41830440.0
37,5451386.5
38,4470922.0
39,40489656.0
40,9423875.0
41,16093144.0
42,5975756.0
43,6934430.0
44,48417130.0
45,34527000.0
46,5268210.0
47,47345690.0
48,452905.2
49,3496608.5
50,11137646.0
51,31684416.0
52,29733594.0
53,1052951.6
54,3344150.8
55,2644588.0
56,3488496.8
57,834323.75
58,5261351.0
59,50929856.0
60,9248891.0
61,25632388.0
62,45089556.0
63,9360860.0
64,8246887.5
65,56484184.0
66,620110.25
67,12035473.0
68,12021372.0
69,3172641.5
70,24922498.0
71,10274937.0
72,1467327.8
73,1085470.9
74,14357687.0
75,58235630.0
76,6756015.0
77,6742604.0
78,24697372.0
79,10272710.0
80,4630137.0
81,1360534.0
82,14780727.0
83,4988556.5
84,6273400.5
85,7229750.5
86,5680894.0
87,27471012.0
88,3171228.0
89,18486464.0
90,6058526.0
91,38347590.0
92,6675052.0
93,5160537.0
94,2878218.8
95,9851036.0
96,15689168.0
97,13007552.0
98,3321259.8
99,35589524.0
100,28283312.0
101,11123584.0
102,13225230.0
103,18429556.0
104,15300798.0
105,2433021.2
106,18275950.0
107,8681410.0
108,1185520.4
109,7852903.0
110,8026299.0
111,21304970.0
112,18513304.0
113,57942800.0
114,3249229.5
115,17892476.0
116,4792710.0
117,8655098.0
118,25721228.0
119,30401480.0
120,9759650.0
121,20637172.0
122,24448580.0
123,2243919.5
124,12035691.0
125,11109867.0
126,2044175.8
127,25995008.0
128,6921966.0
129,29898896.0
130,44777344.0
131,8898383.0
132,10193670.0
133,2992391.0
134,3129781.5
135,15094924.0
136,12309584.0
137,26321832.0
138,41342900.0
139,16579958.0
140,12305546.0
141,15204217.0
142,2953237.5
143,13196599.0
144,18399136.0
145,5722155.5
146,8026313.5
147,22279004.0
148,2590336.8
149,11794893.0
150,2835562.0
151,5108832.0
152,28540808.0
153,53946730.0
154,26745700.0
155,3469637.0
156,13324289.0
157,12438572.0
158,14824832.0
159,14815796.0
160,58763748.0
161,8072808.0
162,5304653.0
163,20348340.0
164,12323074.0
165,66732440.0
166,6884082.0
167,45788390.0
168,23595008.0
169,24471914.0
170,16364792.0
171,34998852.0
172,3518231.0
173,12428226.0
174,24503310.0
175,4768081.5
176,14129806.0
177,42107090.0
178,42572656.0
179,13389088.0
180,3256970.0
181,19006860.0
182,42315550.0
183,30579200.0
184,6793289.5
185,6201579.5
186,41766816.0
187,2446346.5
188,7693882.5
189,3599632.5
190,36300504.0
191,25682380.0
192,7323864.0
193,25322176.0
194,11335562.0
195,5142555.0
196,2342908.0
197,11933040.0
198,21006270.0
199,1395025.1
200,57554844.0
201,48756110.0
202,20550772.0
203,13893232.0
204,6347795.5
205,38551284.0
206,6115493.5
207,42783630.0
208,10122601.0
209,34312532.0
210,9731535.0
211,17098872.0
212,13892530.0
213,28938946.0
214,41325560.0
215,60148670.0
216,24521410.0
217,19860910.0
218,6139673.0
219,21859282.0
220,17090474.0
221,4311075.0
222,1428966.2
223,26097970.0
224,18887786.0
225,6050029.0
226,3352125.8
227,41013770.0
228,17369042.0
229,6571353.5
230,5301441.0
231,13660503.0
232,10936234.0
233,10729321.0
234,14512076.0
235,7822178.0
236,15215030.0
237,18334552.0
238,8183060.0
239,32063552.0
240,3813558.0
241,6391633.5
242,17801890.0
243,2152377.0
244,32051762.0
245,8936960.0
246,39658172.0
247,34470252.0
248,7711533.0
249,10773837.0
250,10539413.0
251,5584349.5
252,16839520.0
253,5755325.0
254,17479612.0
255,40662456.0
256,57855310.0
257,2569296.0
258,8072487.5
259,16679094.0
260,6335153.5
261,3079284.5
262,43034110.0
263,7439744.0
264,2581516.0
265,41937750.0
266,13218732.0
267,21228312.0
268,69197000.0
269,9632064.0
270,12175312.0
271,9423446.0
272,3920524.5
273,26458360.0
274,4749188.0
275,4825801.0
276,7315173.0
277,2659834.8
278,1739696.5
279,3240609.0
280,60599148.0
281,8367751.0
282,1705899.5
283,3311683.8
284,8217694.0
285,56924028.0
286,3120484.5
287,40402824.0
288,35924570.0
289,52921944.0
290,4516529.5
291,2095883.0
292,6520384.5
293,40444584.0
294,16935214.0
295,31969268.0
296,4141203.8
297,5024482.5
298,18385470.0
299,20355024.0
300,5867723.0
301,24564004.0
302,17692688.0
303,30854376.0
304,33853690.0
305,7139858.0
306,2817372.2
307,1704161.2
308,33207360.0
309,12179042.0
310,2486836.5
311,6581012.0
312,7802819.5
313,13686860.0
314,26763056.0
315,17691782.0
316,37868290.0
317,1821575.2
318,22818042.0
319,10039456.0
320,3970847.0
321,12732588.0
322,35600424.0
323,9987470.0
324,14264854.0
325,6437170.5
326,20755410.0
327,28480146.0
328,10078020.0
329,38481756.0
330,10812168.0
331,29349460.0
332,3776327.8
333,6011931.5
334,67950510.0
335,11750170.0
336,27035848.0
337,30556592.0
338,437358.78
339,23755828.0
340,91548560.0
341,49517040.0
342,8263929.0
343,21571640.0
344,29364902.0
345,24862672.0
346,35856068.0
347,8339883.0
348,3251633.0
349,23552344.0
350,6861402.0
351,5259353.0
352,8184892.0
353,23438892.0
354,1616427.6
355,18015040.0
356,37637704.0
357,6360879.5
358,13252392.0
359,30582570.0
360,4747785.0
361,6146700.0
362,4419113.0
363,4148252.0
364,2573649.0
365,32140024.0
366,2818915.0
367,33036138.0
368,22589720.0
369,10082137.0
370,7564630.0
371,23585240.0
372,35386396.0
373,29655648.0
374,24887516.0
375,43699410.0
376,12878664.0
377,16552855.0
378,5754836.0
379,7678103.5
380,14664988.0
381,6425420.5
382,3778234.8
383,35241256.0
384,33717936.0
385,6796809.5
386,36495736.0
387,30765528.0
388,23026318.0
389,42947600.0
390,5091194.0
391,3524329.5
392,27433632.0
393,21221312.0
394,8554308.0
395,4913280.5
396,10077388.0
397,13161976.0
398,35548004.0
399,14277511.0
400,17627318.0
401,5866487.0
402,57815360.0
403,30096330.0
404,4095342.0
405,25146264.0
406,7021841.0
407,6695433.5
408,8997100.0
409,19220748.0
410,7769659.0
411,58949890.0
412,10514516.0
413,24368914.0
414,12641165.0
415,11675552.0
416,1743433.5
417,32830296.0
418,1789404.0
419,3152603.0
420,4104345.0
421,15855206.0
422,15819180.0
423,11345681.0
424,15521620.0
425,7450658.5
426,54906410.0
427,8485121.0
428,39859932.0
429,36417896.0
430,14986622.0
431,1883246.5
432,12779308.0
433,24059246.0
434,7345860.0
435,55966824.0
436,11634835.0
437,8997096.0
438,4081561.0
439,8509090.0
440,38089536.0
441,4516100.5
442,41429560.0
443,5212920.0
444,9994812.0
445,5697598.0
446,8057343.0
447,16851940.0
448,3851069.0
449,29618346.0
450,3519988.0
451,14860891.0
452,8954672.0
453,6628424.0
454,659276.6
455,17963006.0
456,2495576.0
457,5819018.5
458,2020394.5
459,27659192.0
460,38414252.0
461,54551416.0
462,43724516.0
463,3314117.5
464,8525543.0
465,5388070.0
466,24968038.0
467,10480269.0
468,2936044.8
469,3705278.0
470,3067012.2
471,16644498.0
472,36609600.0
473,3574650.5
474,20541264.0
475,37244020.0
476,3470413.2
477,54393430.0
478,2500520.0
479,65557264.0
480,10451187.0
481,7736564.0
482,2833263.0
483,18018244.0
484,5897548.0
485,3695893.5
486,28031016.0
487,3573473.0
488,34147240.0
489,22252534.0
490,52323916.0
491,13180106.0
492,16872128.0
493,10370582.0
494,38591050.0
495,37784340.0
496,15155261.0
497,18541982.0
498,15811362.0
499,40396976.0
500,42952340.0
501,66623372.0
502,23039934.0
503,1369668.1
504,8429557.0
505,39594424.0
506,9789526.0
507,3962827.0
508,6703472.5
509,36231296.0
510,7522655.0
511,8768538.0
512,2857824.0
513,5097295.0
514,1468838.5
515,39305064.0
516,10900894.0
517,2242390.5
518,4195195.5
519,2944719.5
520,46886920.0
521,11131993.0
522,7621492.0
523,10065776.0
524,46096080.0
525,1533428.5
526,7459992.0
527,64930748.0
528,12280589.0
529,25576528.0
530,7731759.0
531,21706570.0
532,18977202.0
533,6274833.0
534,77830824.0
535,4399624.5
536,13155040.0
537,19458742.0
538,12799585.0
539,46717988.0
540,959657.9
541,10308744.0
542,2858938.0
543,3787741.5
544,4598654.5
545,18889382.0
546,66276620.0
547,9186896.0
548,29711144.0
549,9873936.0
550,54864120.0
551,26006078.0
552,4787811.0
553,12109893.0
554,14403152.0
555,14338364.0
556,4229406.0
557,2482118.0
558,45150708.0
559,242139.5
560,9322162.0
561,32469346.0
562,56589280.0
563,47206080.0
564,46359548.0
565,34896456.0
566,3427877.2
567,13740286.0
568,22818782.0
569,8176959.0
570,5799118.5
571,27891508.0
572,1883688.8
573,48908670.0
574,21084540.0
575,11424203.0
576,20768890.0
577,58040544.0
578,8459182.0
579,11010629.0
580,36725130.0
581,5338753.0
582,5659060.5
583,4637943.5
584,7988132.0
585,19154790.0
586,34220680.0
587,11082282.0
588,22364598.0
589,2029358.0
590,42405140.0
591,6046744.0
592,29376870.0
593,11975434.0
594,13990198.0
595,11752068.0
596,6596750.0
597,10808967.0
598,19783778.0
599,38215188.0
600,5004671.0
601,16191744.0
602,21670310.0
603,52666700.0
604,24496770.0
605,12349280.0
606,27659276.0
607,29632516.0
608,6901046.0
609,7852162.0
610,17946484.0
611,4600597.0
612,1844455.5
613,22497872.0
614,13922826.0
615,35437030.0
616,31274288.0
617,4101474.0
618,13972464.0
619,5282179.0
620,6486895.5
621,4915583.0
622,49207176.0
623,28760800.0
624,5457559.5
625,44497744.0
626,47725950.0
627,38320416.0
628,2178128.0
629,1760843.4
630,40401108.0
631,6791740.0
632,21144712.0
633,5071044.0
634,6543830.5
635,21135432.0
636,44290320.0
637,2839404.2
638,16666744.0
639,4572884.0
640,15183655.0
641,47887584.0
642,2890811.8
643,52229270.0
644,16786576.0
645,24241984.0
646,9156683.0
647,6363100.5
648,2307058.2
649,5668216.0
650,38634000.0
651,40607590.0
652,14006302.0
653,5433506.0
654,13999222.0
655,11888233.0
656,3753623.5
657,7715394.0
658,3188502.5
659,11903775.0
660,3615756.0
661,18051584.0
662,9799168.0
663,2487319.0
664,53862176.0
665,68365810.0
666,9508865.0
667,2609818.0
668,12907346.0
669,24771460.0
670,896116.4
671,62573700.0
672,4507550.5
673,2298567.2
674,36239650.0
675,5660359.0
676,9631227.0
677,43869120.0
678,4717443.5
679,15813398.0
680,1886015.8
681,5016671.0
682,58259676.0
683,2836053.0
684,9185879.0
685,48735544.0
686,10415955.0
687,1879344.1
688,5089690.0
689,13760474.0
690,19573952.0
691,11051201.0
692,50808228.0
693,4105653.5
694,39763316.0
695,23829750.0
696,2718116.8
697,2868418.5
698,2060920.6
699,2231238.2
700,3836393.5
701,2009212.6
702,38796760.0
703,2622322.2
704,6628001.0
705,16511660.0
706,30632516.0
707,4247004.0
708,50185224.0
709,25212848.0
710,6410422.0
711,47862332.0
712,18029258.0
713,5578281.0
714,12864372.0
715,7606571.5
716,2414980.5
717,32227666.0
718,18586718.0
719,1869015.6
720,4660763.0
721,17946072.0
722,9636604.0
723,29322784.0
724,14463040.0
725,48188776.0
726,19157842.0
727,8094076.5
728,46820230.0
729,6256566.0
730,5713830.0
731,11477754.0
732,9747027.0
733,4621359.5
734,41123050.0
735,17481996.0
736,2416542.0
737,25757748.0
738,8122244.0
739,2579714.5
740,22904030.0
741,21989804.0
742,4369538.5
743,31684880.0
744,29655648.0
745,29637732.0
746,7886062.5
747,34255096.0
748,5354537.0
749,11436736.0
750,5783327.5
751,25952902.0
752,65026700.0
753,6243818.5
754,5233127.5
755,1565228.0
756,11730744.0
757,9045837.0
758,28522116.0
759,6140497.0
760,60563456.0
761,13432075.0
762,46579732.0
763,13441999.0
764,7549437.0
765,30191264.0
766,917124.5
767,28427906.0
768,2957614.2
769,10917844.0
770,23548888.0
771,6992171.0
772,8642370.0
773,2761980.2
774,39250030.0
775,1880538.5
776,18504636.0
777,42892970.0
778,53306440.0
779,12437206.0
780,626233.25
781,37946370.0
782,2894619.5
783,14440782.0
784,5973393.0
785,16439962.0
786,10306513.0
787,12218448.0
788,32451716.0
789,11525624.0
790,15223023.0
791,3966533.5
792,16799248.0
793,6833606.0
794,5532126.0
795,9880522.0
796,17267598.0
797,8938400.0
798,4555988.0
799,64002880.0
800,15721142.0
801,4858118.0
802,1780301.8
803,21578136.0
804,7163639.0
805,4748491.5
806,3677470.8
807,4168400.8
808,3995908.8
809,9617674.0
810,21338098.0
811,5605770.0
812,47942970.0
813,6964681.0
814,6366557.5
815,8451792.0
816,6804154.0
817,4645576.0
818,7253177.0
819,45661650.0
820,32424262.0
821,22612680.0
822,3721842.0
823,18209866.0
824,27823570.0
825,2035083.9
826,2001688.5
827,26033230.0
828,4054424.0
829,22169994.0
830,42249228.0
831,7968352.5
832,5802457.0
833,41654310.0
834,34612270.0
835,10947806.0
836,6209881.0
837,19073128.0
838,21735978.0
839,4695035.5
840,13707396.0
841,6330378.5
842,8376464.0
843,12005392.0
844,26639824.0
845,52953696.0
846,60768830.0
847,4043910.0
848,5894433.5
849,22706394.0
850,6145372.5
851,67036710.0
852,6444556.0
853,28331918.0
854,11063336.0
855,38105550.0
856,6850675.0
857,20488520.0
858,7562349.0
859,3458795.8
860,40527164.0
861,11573377.0
862,20265742.0
863,9723678.0
864,2495576.0
865,3349888.8
866,10017095.0
867,16044734.0
868,3730247.8
869,7124594.0
870,1946846.0
871,25896124.0
872,35139744.0
873,6449815.0
874,4498870.5
875,6560784.0
876,35343184.0
877,2691143.0
878,24046562.0
879,17386416.0
880,15712271.0
881,11766110.0
882,7570987.0
883,30675244.0
884,17013860.0
885,51871730.0
886,3114581.2
887,15092037.0
888,5839440.0
889,16094732.0
890,5187091.5
891,9098304.0
892,4976923.5
893,16024576.0
894,9460714.0
895,15689636.0
896,17443884.0
897,42642316.0
898,51602330.0
899,7165884.0
900,45345910.0
901,20359164.0
902,11440967.0
903,45943372.0
904,19065034.0
905,7512589.5
906,19209100.0
907,4439620.0
908,46606956.0
909,19416528.0
910,18345828.0
911,8704339.0
912,5618309.0
913,14628421.0
914,4619999.5
915,7916406.0
916,14022654.0
917,17988822.0
918,6091774.0
919,16185386.0
920,665244.94
921,50366096.0
922,2710619.0
923,2499342.5
924,21082424.0
925,8234130.0
926,30154888.0
927,38312220.0
928,7966703.0
929,57837024.0
930,36939036.0
931,53680020.0
932,7404406.0
933,4233824.5
934,10523944.0
935,3910983.2
936,22955344.0
937,2479770.5
938,13113136.0
939,3293799.0
940,18598360.0
941,25470844.0
942,12293128.0
943,724093.25
944,35685496.0
945,8778240.0
946,43172396.0
947,19329128.0
948,64286720.0
949,6346534.5
950,9619395.0
951,30105304.0
952,10835278.0
953,22004254.0
954,46789250.0
955,6920866.0
956,13847438.0
957,38287040.0
958,18162220.0
959,5327702.5
960,18825718.0
961,26085058.0
962,13273551.0
963,5739186.5
964,42871664.0
965,31711148.0
966,17329904.0
967,6972963.0
968,2336754.0
969,18034952.0
970,14066833.0
971,30502174.0
972,48839580.0
973,7036791.5
974,14662630.0
975,3204708.0
976,17289904.0
977,10642273.0
978,18649776.0
979,423406.7
980,5141163.0
981,20405180.0
982,13772420.0
983,5023259.5
984,8221656.5
985,7612294.0
986,2144981.8
987,56325700.0
988,8262512.5
989,18325084.0
990,45217052.0
991,3474208.5
992,17223172.0
993,8482942.0
994,3998078.0
995,26078680.0
996,19940360.0
997,35836320.0
998,43417630.0
999,45788190.0
1000,5883139.0
1001,23040914.0
1002,33164592.0
1003,13040470.0
1004,1166264.1
1005,18383008.0
1006,936575.3
1007,26865842.0
1008,3551484.2
1009,25394404.0
1010,8844110.0
1011,4661646.0
1012,7232989.0
1013,49391490.0
1014,26032474.0
1015,2636096.8
1016,32365136.0
1017,1376934.5
1018,25984220.0
1019,52963716.0
1020,54831090.0
1021,5288048.0
1022,10243124.0
1023,15403776.0
1024,19776524.0
1025,5300557.5
1026,7337534.0
1027,18556474.0
1028,24859752.0
1029,4067303.5
1030,41698332.0
1031,4785885.0
1032,3255599.0
1033,18277826.0
1034,6512303.0
1035,19199250.0
1036,12514806.0
1037,3943262.0
1038,8028919.0
1039,5157535.0
1040,33747464.0
1041,1885349.4
1042,10576601.0
1043,15511282.0
1044,27894768.0
1045,7269857.0
1046,10446388.0
1047,20470374.0
1048,5448642.0
1049,4993434.0
1050,1319823.2
1051,3587191.2
1052,29505472.0
1053,15262020.0
1054,6374764.0
1055,14145672.0
1056,37221950.0
1057,37004996.0
1058,8836060.0
1059,5152695.0
1060,50555510.0
1061,50142980.0
1062,649720.3
1063,5336030.0
1064,20391374.0
1065,14093758.0
1066,4776791.0
1067,25206148.0
1068,2202518.8
1069,13440504.0
1070,8241869.0
1071,31753888.0
1072,28565700.0
1073,4939767.0
1074,9626813.0
1075,40107080.0
1076,30646948.0
1077,18041390.0
1078,5906141.5
1079,10664652.0
1080,7889333.0
1081,1559423.1
1082,3641354.8
1083,44110704.0
1084,35911540.0
1085,32569248.0
1086,13325257.0
1087,8816878.0
1088,4665909.5
1089,9519497.0
1090,7126159.5
1091,5491084.5
1092,25603360.0
1093,2591634.0
1094,33971216.0
1095,15780670.0
1096,6898699.5
1097,5224028.0
1098,16589828.0
1099,37754376.0
1100,30760332.0
1101,22919786.0
1102,7713321.0
1103,14060034.0
1104,40966510.0
1105,6692318.0
1106,18321798.0
1107,4139929.0
1108,981238.4
1109,1865405.0
1110,32883676.0
1111,42913410.0
1112,31764892.0
1113,43405810.0
1114,7612723.0
1115,59513252.0
1116,8610078.0
1117,5679708.5
1118,29697020.0
1119,2623498.0
1120,2623573.5
1121,29315782.0
